userId,movieId,rating,timestamp,tmdbId
1,1927,5.0,2000-07-30 18:24:57,143.0
1,1954,5.0,2000-07-30 18:36:16,1366.0
1,1967,4.0,2000-07-30 18:28:30,13597.0
1,2000,4.0,2000-07-30 18:36:51,941.0
1,2005,5.0,2000-07-30 18:28:30,9340.0
1,2012,4.0,2000-07-30 19:09:36,196.0
1,2018,5.0,2000-07-30 18:08:43,3170.0
1,2028,4.0,2000-07-30 18:31:28,857.0
1,2033,5.0,2000-07-30 18:48:23,10957.0
1,2046,4.0,2000-07-30 18:42:43,10122.0
1,2048,5.0,2000-07-30 18:46:31,9994.0
1,2054,4.0,2000-07-30 18:29:07,9354.0
1,2058,5.0,2000-07-30 18:40:00,9631.0
1,2078,5.0,2000-07-30 18:47:18,9325.0
1,2090,5.0,2000-07-30 18:47:18,11319.0
1,2093,3.0,2000-07-30 18:28:30,13155.0
1,2094,5.0,2000-07-30 18:44:13,10249.0
1,2096,4.0,2000-07-30 18:47:18,10882.0
1,2099,4.0,2000-07-30 18:43:08,13850.0
1,2105,4.0,2000-07-30 18:28:45,97.0
1,2115,5.0,2000-07-30 18:42:09,87.0
1,2116,5.0,2000-07-30 18:47:56,123.0
1,2137,5.0,2000-07-30 18:46:31,15171.0
1,2139,5.0,2000-07-30 18:46:31,11704.0
1,2141,5.0,2000-07-30 18:47:18,4978.0
1,2143,4.0,2000-07-30 18:28:45,11976.0
1,2161,5.0,2000-07-30 18:28:30,34584.0
1,2174,4.0,2000-07-30 18:28:00,4011.0
1,2193,4.0,2000-07-30 18:28:30,847.0
1,2253,2.0,2000-07-30 18:29:35,11597.0
1,2268,4.0,2000-07-30 18:49:49,881.0
1,2273,4.0,2000-07-30 18:38:30,2109.0
1,2291,5.0,2000-07-30 19:01:04,162.0
1,2329,5.0,2000-07-30 18:54:23,73.0
1,2338,2.0,2000-07-30 18:59:06,3600.0
1,2353,5.0,2000-07-30 19:04:21,9798.0
1,2366,4.0,2000-07-30 18:41:02,244.0
1,2387,5.0,2000-07-30 18:52:03,10029.0
1,2389,2.0,2000-07-30 18:51:34,11252.0
1,2395,5.0,2000-07-30 18:18:13,11545.0
1,2406,4.0,2000-07-30 18:38:30,9326.0
1,2414,3.0,2000-07-30 18:41:53,11904.0
1,2427,5.0,2000-07-30 18:37:22,8741.0
1,2450,4.0,2000-07-30 18:43:40,10658.0
1,2459,5.0,2000-07-30 18:56:54,30497.0
1,2470,5.0,2000-07-30 18:43:08,9671.0
1,2478,4.0,2000-07-30 19:09:29,8388.0
1,2492,4.0,2000-08-08 07:27:42,111794.0
1,2502,5.0,2000-07-30 18:21:18,1542.0
1,2528,3.0,2000-07-30 18:38:48,10803.0
1,2529,5.0,2000-07-30 18:37:22,871.0
1,2542,5.0,2000-07-30 18:21:05,100.0
1,2571,5.0,2000-07-30 18:31:28,603.0
1,2580,5.0,2000-07-30 18:50:00,9430.0
1,2596,5.0,2000-07-30 18:19:04,6396.0
1,2616,4.0,2000-07-30 18:51:20,8592.0
1,2617,2.0,2000-07-30 18:43:08,564.0
1,2628,4.0,2000-07-30 18:08:43,1893.0
1,2640,4.0,2000-07-30 18:39:37,1924.0
1,2641,5.0,2000-07-30 18:43:40,8536.0
1,2644,4.0,2000-07-30 18:56:33,138.0
1,2648,4.0,2000-07-30 18:56:54,3035.0
1,2654,5.0,2000-07-30 18:56:33,13666.0
1,2657,3.0,2000-07-30 18:57:06,36685.0
1,2692,5.0,2000-07-30 18:30:55,104.0
1,2700,5.0,2000-07-30 18:16:25,9473.0
1,2716,5.0,2000-07-30 18:56:54,620.0
1,2761,5.0,2000-07-30 18:45:03,10386.0
1,2797,4.0,2000-07-30 18:28:30,2280.0
1,2826,4.0,2000-07-30 18:08:43,1911.0
1,2858,5.0,2000-07-30 18:14:28,14.0
1,2872,5.0,2000-07-30 18:28:00,11527.0
1,2899,5.0,2000-07-30 18:45:03,42518.0
1,2916,4.0,2000-07-30 18:38:10,861.0
1,2944,5.0,2000-07-30 18:31:12,1654.0
1,2947,5.0,2000-07-30 18:36:16,658.0
1,2948,5.0,2000-07-30 18:36:31,657.0
1,2949,5.0,2000-07-30 18:31:28,646.0
1,2959,5.0,2000-07-30 18:54:42,550.0
1,2985,4.0,2000-07-30 18:50:34,5548.0
1,2987,5.0,2000-07-30 18:41:35,856.0
1,2991,5.0,2000-07-30 18:37:51,253.0
1,2993,5.0,2000-07-30 18:37:22,660.0
1,2997,4.0,2000-07-30 18:14:56,492.0
1,3033,5.0,2000-07-30 19:02:42,957.0
1,3034,5.0,2000-07-30 18:46:31,11886.0
1,3052,5.0,2000-07-30 18:20:08,1832.0
1,3053,5.0,2000-07-30 19:08:06,10047.0
1,3062,4.0,2000-07-30 18:31:12,9289.0
1,3147,5.0,2000-07-30 19:04:33,497.0
1,3168,4.0,2000-07-30 18:41:35,624.0
1,3176,1.0,2000-07-30 18:58:24,1213.0
1,3243,3.0,2000-07-30 18:18:13,10406.0
1,3247,3.0,2000-07-30 18:51:48,2005.0
1,3253,5.0,2000-07-30 18:18:27,8872.0
1,3273,5.0,2000-07-30 18:58:56,4234.0
1,3386,5.0,2000-07-30 18:58:04,820.0
1,3439,4.0,2000-07-30 18:29:59,1497.0
1,3440,4.0,2000-07-30 18:29:59,1499.0
1,3441,5.0,2000-07-30 18:38:48,1880.0
1,3448,5.0,2000-07-30 19:07:34,801.0
1,3450,5.0,2000-07-30 18:19:04,11520.0
1,3479,4.0,2000-07-30 18:28:45,526.0
1,3489,4.0,2000-07-30 18:29:35,879.0
1,3527,4.0,2000-07-30 18:37:51,106.0
1,3578,5.0,2000-07-30 18:11:08,98.0
1,3617,4.0,2000-07-30 18:11:23,9285.0
1,3639,4.0,2000-07-30 18:37:51,682.0
1,3671,5.0,2000-07-30 18:26:29,11072.0
1,3702,5.0,2000-07-30 19:02:17,9659.0
1,3703,5.0,2000-07-30 18:31:49,8810.0
1,3729,5.0,2000-07-30 18:39:23,482.0
1,3740,4.0,2000-07-30 18:40:17,6978.0
1,3744,4.0,2000-07-30 18:11:34,479.0
1,3793,5.0,2000-07-30 18:30:55,36657.0
1,3809,4.0,2000-07-30 18:20:20,10276.0
1,4006,4.0,2000-07-30 18:48:23,1857.0
1,5060,5.0,2000-07-30 19:06:42,651.0
2,318,3.0,2015-10-24 19:27:15,278.0
2,333,4.0,2015-10-24 19:30:29,11381.0
2,1704,4.5,2015-10-24 19:33:48,489.0
2,3578,4.0,2015-10-24 19:28:05,98.0
2,6874,4.0,2015-10-24 19:29:12,24.0
2,8798,3.5,2015-10-24 19:29:20,1538.0
2,46970,4.0,2015-10-24 19:30:13,9718.0
2,48516,4.0,2015-10-24 19:31:04,1422.0
2,58559,4.5,2015-10-24 19:32:21,155.0
2,60756,5.0,2015-10-24 19:29:40,12133.0
2,68157,4.5,2015-10-24 19:32:34,16869.0
2,71535,3.0,2015-10-24 19:29:34,19908.0
2,74458,4.0,2015-10-24 19:28:46,11324.0
2,77455,3.0,2015-10-24 19:29:01,39452.0
2,79132,4.0,2015-10-24 19:27:21,27205.0
2,80489,4.5,2015-10-24 19:35:40,23168.0
2,80906,5.0,2015-10-24 19:32:52,44639.0
2,86345,4.0,2015-10-24 19:32:46,45523.0
2,89774,5.0,2015-10-24 19:33:09,59440.0
2,91529,3.5,2015-10-24 19:28:11,49026.0
2,91658,2.5,2015-10-24 19:28:58,65754.0
2,99114,3.5,2015-10-24 19:27:54,68718.0
2,106782,5.0,2015-10-24 19:29:26,106646.0
2,109487,3.0,2015-10-24 19:32:25,157336.0
2,112552,4.0,2015-10-24 19:28:02,244786.0
2,114060,2.0,2015-10-24 19:34:36,154400.0
2,115713,3.5,2015-10-24 19:27:34,264660.0
2,122882,5.0,2015-10-24 19:34:32,76341.0
2,131724,5.0,2015-10-24 19:27:31,321640.0
3,31,0.5,2011-05-27 02:32:58,9909.0
3,527,0.5,2011-05-27 02:44:35,424.0
3,647,0.5,2011-05-27 02:33:39,10684.0
3,688,0.5,2011-05-27 02:43:48,27281.0
3,720,0.5,2011-05-27 02:33:15,503475.0
3,849,5.0,2011-05-27 02:33:31,10061.0
3,914,0.5,2011-05-27 02:32:47,11113.0
3,1093,0.5,2011-05-27 02:33:47,10537.0
3,1124,0.5,2011-05-27 02:43:36,11816.0
3,1263,0.5,2011-05-27 02:32:49,11778.0
3,1272,0.5,2011-05-27 02:33:44,11202.0
3,1275,3.5,2011-05-27 02:28:43,8009.0
3,1302,0.5,2011-05-27 02:43:09,2323.0
3,1371,3.0,2011-05-27 02:32:41,152.0
3,1587,4.5,2011-05-27 02:40:03,9387.0
3,2018,0.5,2011-05-27 02:42:55,3170.0
3,2080,0.5,2011-05-27 02:32:52,10340.0
3,2090,0.5,2011-05-27 02:44:21,11319.0
3,2105,2.0,2011-05-27 02:32:39,97.0
3,2288,4.0,2011-05-27 02:33:51,1091.0
3,2424,0.5,2011-05-27 02:44:53,9489.0
3,3024,4.5,2011-05-27 02:40:54,24831.0
3,3210,0.5,2011-05-27 02:33:58,13342.0
3,3703,5.0,2011-05-27 02:33:23,8810.0
3,3949,0.5,2011-05-27 02:44:05,641.0
3,4518,5.0,2011-05-27 02:36:10,11347.0
3,5048,0.5,2011-05-27 02:44:44,11888.0
3,5181,5.0,2011-05-27 02:35:18,54287.0
3,5746,5.0,2011-05-27 02:35:08,28893.0
3,5764,4.5,2011-05-27 02:40:21,21874.0
3,5919,5.0,2011-05-27 02:37:05,38849.0
3,6238,0.5,2011-05-27 02:43:24,12157.0
3,6835,5.0,2011-05-27 02:34:30,39916.0
3,7899,4.5,2011-05-27 02:40:36,49636.0
3,7991,5.0,2011-05-27 02:34:44,13282.0
3,26409,4.5,2011-05-27 02:39:53,98851.0
3,70946,5.0,2011-05-27 02:36:55,26914.0
3,72378,0.5,2011-05-27 02:42:44,14161.0
4,21,3.0,2001-04-10 20:39:59,8012.0
4,32,2.0,1999-12-14 12:10:47,63.0
4,45,3.0,2001-04-10 20:37:27,577.0
4,47,2.0,1999-12-14 12:10:25,807.0
4,52,3.0,2000-07-26 14:46:26,11448.0
4,58,3.0,2000-07-25 15:20:44,11010.0
4,106,4.0,2001-04-09 20:39:44,11907.0
4,125,5.0,2000-07-26 14:45:58,2074.0
4,126,1.0,2001-04-09 20:42:00,27793.0
4,162,5.0,1999-12-13 09:49:31,26564.0
4,171,3.0,1999-12-13 09:47:08,17447.0
4,176,5.0,2000-07-26 14:42:45,9071.0
4,190,2.0,1999-12-13 10:00:59,32646.0
4,215,5.0,1999-12-13 09:57:58,76.0
4,222,1.0,1999-12-19 18:44:00,22625.0
4,232,5.0,2000-07-26 14:44:44,10451.0
4,235,2.0,1999-12-14 12:11:53,522.0
4,247,3.0,2001-04-09 20:41:34,1024.0
4,260,5.0,1999-12-13 10:00:59,11.0
4,265,5.0,2000-07-25 15:21:08,18183.0
4,296,1.0,1999-12-14 12:09:10,680.0
4,319,5.0,1999-12-13 09:59:42,9905.0
4,342,5.0,2000-07-25 15:21:40,236.0
4,345,4.0,1999-12-19 18:44:23,2759.0
4,348,4.0,2000-07-26 14:46:26,11382.0
4,351,3.0,2001-04-10 20:35:01,10464.0
4,357,3.0,2000-07-26 14:55:06,712.0
4,368,4.0,1999-12-13 09:51:30,9359.0
4,417,2.0,1999-12-13 09:47:47,16771.0
4,441,1.0,2001-04-10 20:35:15,9571.0
4,450,2.0,2001-04-09 20:40:28,16297.0
4,457,5.0,1999-12-13 10:00:59,5503.0
4,475,5.0,1999-12-14 12:24:50,7984.0
4,492,5.0,1999-12-13 10:11:12,10440.0
4,509,1.0,1999-12-13 09:58:26,713.0
4,538,5.0,1999-12-13 09:50:36,23210.0
4,539,1.0,2000-07-25 15:27:12,858.0
4,553,2.0,1999-12-13 10:01:41,11969.0
4,588,4.0,1999-12-13 10:07:50,812.0
4,593,5.0,2000-07-25 15:46:26,274.0
4,595,3.0,2001-04-09 20:36:49,10020.0
4,599,2.0,1999-12-13 09:49:47,576.0
4,608,5.0,2000-07-25 15:46:48,275.0
4,648,3.0,1999-12-13 10:11:46,954.0
4,708,4.0,2001-04-10 20:40:30,8866.0
4,759,3.0,1999-12-13 09:50:01,85778.0
4,800,4.0,1999-12-13 09:58:26,26748.0
4,892,4.0,2000-07-26 14:45:14,44705.0
4,898,5.0,2000-07-26 14:55:47,981.0
4,899,4.0,1999-12-13 10:07:33,872.0
4,902,4.0,1999-12-13 09:47:26,164.0
4,904,4.0,1999-12-13 10:10:37,567.0
4,908,5.0,1999-12-14 12:18:22,213.0
4,910,5.0,1999-12-14 12:19:49,239.0
4,912,5.0,1999-12-14 12:18:22,289.0
4,914,5.0,1999-12-13 10:07:50,11113.0
4,919,5.0,1999-12-13 10:05:21,630.0
4,920,5.0,1999-12-14 12:13:22,770.0
4,930,5.0,2000-07-25 15:22:51,303.0
4,937,3.0,2001-04-09 20:44:45,18299.0
4,1025,4.0,1999-12-13 10:00:32,9078.0
4,1046,5.0,1999-12-14 12:14:14,10938.0
4,1057,3.0,2000-07-25 15:56:18,9716.0
4,1060,2.0,2001-04-10 20:33:39,10218.0
4,1073,4.0,1999-12-13 10:04:43,252.0
4,1077,5.0,1999-12-14 12:14:52,11561.0
4,1079,2.0,1999-12-13 09:55:46,623.0
4,1080,5.0,2001-04-10 20:31:36,583.0
4,1084,5.0,1999-12-13 10:00:59,475.0
4,1086,5.0,2000-07-25 15:42:03,521.0
4,1094,3.0,2000-07-25 15:21:40,11386.0
4,1103,5.0,2000-07-25 15:42:03,221.0
4,1136,5.0,2001-04-10 20:30:25,762.0
4,1179,4.0,2000-07-25 15:33:00,18129.0
4,1183,1.0,2000-07-28 10:01:53,409.0
4,1188,5.0,2000-07-25 15:21:40,10409.0
4,1196,5.0,2000-07-25 15:26:03,1891.0
4,1197,5.0,2000-07-25 15:26:03,2493.0
4,1198,3.0,2000-07-25 15:25:28,85.0
4,1199,2.0,1999-12-13 09:56:07,68.0
4,1203,5.0,1999-12-14 12:20:25,389.0
4,1211,1.0,2000-07-25 15:33:25,144.0
4,1213,4.0,1999-12-13 10:08:49,769.0
4,1219,4.0,2000-07-25 15:46:01,539.0
4,1225,4.0,2000-07-25 15:35:26,279.0
4,1250,5.0,1999-12-14 12:20:08,826.0
4,1259,4.0,2000-07-25 15:25:28,235.0
4,1265,4.0,2000-07-26 14:44:44,137.0
4,1266,4.0,2001-04-09 20:43:57,33.0
4,1279,2.0,2001-04-10 20:33:52,339.0
4,1282,5.0,1999-12-13 10:07:33,756.0
4,1283,5.0,1999-12-13 09:51:30,288.0
4,1288,4.0,1999-12-13 10:07:33,11031.0
4,1291,4.0,2000-07-25 15:26:03,89.0
4,1304,3.0,1999-12-13 09:47:47,642.0
4,1391,1.0,1999-12-14 12:16:06,75.0
4,1449,5.0,1999-12-13 10:09:27,16448.0
4,1466,4.0,1999-12-14 12:11:32,9366.0
4,1500,4.0,2000-07-26 14:47:10,9434.0
4,1517,4.0,1999-12-13 10:09:50,816.0
4,1580,3.0,2001-04-10 20:40:44,607.0
4,1597,1.0,1999-12-13 10:11:46,8834.0
4,1617,2.0,1999-12-13 10:10:37,2118.0
4,1641,4.0,2000-07-26 14:45:58,9427.0
4,1704,1.0,1999-12-19 18:43:35,489.0
4,1719,4.0,1999-12-13 10:12:36,10217.0
4,1732,4.0,1999-12-13 10:11:29,115.0
4,1733,5.0,1999-12-13 09:59:03,26941.0
4,1734,3.0,2000-07-25 15:35:57,27103.0
4,1834,5.0,1999-12-14 12:22:14,29193.0
4,1860,2.0,2001-04-09 20:43:21,17139.0
4,1883,4.0,2000-07-26 14:44:02,9452.0
4,1885,3.0,2000-07-26 14:43:37,9844.0
4,1892,2.0,2000-07-25 15:37:11,1965.0
4,1895,4.0,1999-12-19 18:46:19,15037.0
4,1907,3.0,2000-07-25 15:55:05,10674.0
4,1914,4.0,2000-07-26 14:45:14,20862.0
4,1916,1.0,2001-04-10 20:33:06,9464.0
4,1923,3.0,2001-04-10 20:34:30,544.0
4,1947,5.0,1999-12-13 10:07:33,1725.0
4,1966,2.0,2000-07-26 14:44:44,15389.0
4,1967,5.0,1999-12-13 09:56:07,13597.0
4,1968,4.0,2001-04-10 20:33:06,2108.0
4,2019,2.0,1999-12-13 09:51:30,346.0
4,2076,4.0,1999-12-13 09:57:32,793.0
4,2078,5.0,1999-12-13 10:05:21,9325.0
4,2109,4.0,2001-04-10 20:36:56,6471.0
4,2145,3.0,2001-04-10 20:42:08,11522.0
4,2150,5.0,2001-04-10 20:32:18,8393.0
4,2174,5.0,2000-07-25 15:44:15,4011.0
4,2186,5.0,1999-12-14 12:20:08,845.0
4,2203,4.0,1999-12-13 10:08:49,21734.0
4,2204,5.0,2000-07-25 15:46:48,31997.0
4,2282,1.0,1999-12-19 18:47:18,11855.0
4,2324,1.0,2000-07-26 14:43:10,637.0
4,2336,2.0,2000-07-25 15:29:24,4518.0
4,2351,4.0,1999-12-13 09:47:47,19426.0
4,2359,4.0,2000-07-26 14:43:10,10162.0
4,2390,5.0,1999-12-13 09:59:24,8545.0
4,2395,3.0,2000-07-26 14:55:06,11545.0
4,2406,4.0,2001-04-10 20:41:42,9326.0
4,2467,4.0,1999-12-13 10:10:58,192.0
4,2571,1.0,1999-12-14 12:09:45,603.0
4,2583,5.0,1999-12-13 09:54:23,9465.0
4,2599,5.0,2000-07-26 14:44:44,9451.0
4,2628,1.0,2001-04-09 20:41:34,1893.0
4,2683,4.0,1999-12-13 10:09:50,817.0
4,2692,5.0,1999-12-13 09:56:53,104.0
4,2712,2.0,1999-12-13 09:49:02,345.0
4,2762,4.0,2000-07-25 15:46:26,745.0
4,2763,1.0,2000-07-28 10:03:41,913.0
4,2770,2.0,1999-12-14 12:12:33,11353.0
4,2791,5.0,2000-07-25 15:40:28,813.0
4,2843,5.0,1999-12-13 09:53:34,1075.0
4,2858,5.0,2000-07-25 15:32:20,14.0
4,2874,4.0,2001-04-10 20:36:56,40867.0
4,2921,4.0,1999-12-13 09:51:48,11901.0
4,2926,5.0,2001-04-10 20:34:30,11054.0
4,2959,2.0,1999-12-13 09:48:48,550.0
4,2973,2.0,1999-12-13 09:55:46,11562.0
4,2997,4.0,2001-04-09 20:36:50,492.0
4,3033,4.0,2001-04-10 20:56:40,957.0
4,3044,5.0,1999-12-13 10:12:00,11498.0
4,3060,4.0,2001-04-10 20:34:44,11663.0
4,3079,3.0,2000-07-28 09:56:37,10399.0
4,3083,5.0,2000-07-26 14:41:27,99.0
4,3160,4.0,2000-07-25 15:32:01,334.0
4,3175,1.0,2000-07-25 15:28:50,926.0
4,3176,4.0,2000-07-25 15:42:51,1213.0
4,3204,4.0,2000-07-25 15:43:48,16241.0
4,3255,4.0,2000-07-26 14:55:06,11287.0
4,3317,4.0,2001-04-10 20:28:18,11004.0
4,3358,3.0,2000-07-26 14:45:58,12186.0
4,3365,5.0,2000-07-25 15:18:49,3114.0
4,3386,4.0,2000-07-25 15:36:35,820.0
4,3408,4.0,2001-04-09 20:47:18,462.0
4,3481,2.0,2000-07-25 15:17:23,243.0
4,3489,1.0,2001-04-09 20:41:48,879.0
4,3508,5.0,2000-07-25 15:19:11,10747.0
4,3538,2.0,2001-04-09 20:46:52,10557.0
4,3591,1.0,2001-04-10 20:39:59,13105.0
4,3788,3.0,2000-07-25 15:31:25,1052.0
4,3809,3.0,2001-04-10 20:56:47,10276.0
4,3851,5.0,2001-04-09 20:46:20,38548.0
4,3897,4.0,2001-04-10 20:27:45,786.0
4,3911,3.0,2001-04-09 20:45:49,13785.0
4,3967,4.0,2001-04-09 20:46:04,71.0
4,3996,4.0,2001-04-09 20:45:30,146.0
4,4002,3.0,2001-04-10 20:33:39,2609.0
4,4014,1.0,2001-04-09 20:47:34,392.0
4,4020,3.0,2001-04-09 20:40:56,2046.0
4,4021,4.0,2001-04-09 20:46:20,5001.0
4,4027,3.0,2001-04-09 20:46:41,134.0
4,4029,3.0,2001-04-09 20:47:06,21991.0
4,4033,4.0,2001-04-09 20:45:49,11973.0
4,4034,5.0,2001-04-09 20:39:13,1900.0
4,4074,3.0,2001-04-09 20:37:45,10499.0
4,4121,4.0,2001-04-10 20:35:01,2614.0
4,4144,3.0,2001-04-09 20:38:05,843.0
4,4166,3.0,2001-04-09 20:38:20,19513.0
4,4226,2.0,2001-12-05 16:23:44,77.0
4,4239,5.0,2001-04-09 20:38:05,4133.0
4,4246,4.0,2001-12-05 17:49:02,634.0
4,4252,3.0,2001-12-05 16:24:25,13898.0
4,4260,2.0,2001-12-05 16:23:44,70282.0
4,4273,4.0,2001-12-05 17:47:50,4973.0
4,4308,1.0,2001-12-05 16:24:25,824.0
4,4347,4.0,2001-12-05 16:26:26,29937.0
4,4381,3.0,2001-12-05 17:48:29,11444.0
4,4641,1.0,2001-12-05 16:26:26,1548.0
4,4741,3.0,2001-12-05 17:48:52,742.0
4,4765,5.0,2001-12-05 16:24:05,18734.0
4,4881,3.0,2001-12-05 16:24:05,10778.0
4,4896,4.0,2001-12-05 17:48:52,671.0
4,4902,4.0,2001-12-05 16:24:25,1433.0
4,4967,5.0,2001-12-05 16:23:44,8342.0
5,1,4.0,1996-11-08 06:36:02,862.0
5,21,4.0,1996-11-08 06:40:38,8012.0
5,34,4.0,1996-11-08 06:34:41,9598.0
5,36,4.0,1996-11-08 06:41:32,687.0
5,39,3.0,1996-11-08 06:36:01,9603.0
5,50,4.0,1996-11-08 06:34:41,629.0
5,58,5.0,1996-11-08 06:40:38,11010.0
5,110,4.0,1996-11-08 06:34:40,197.0
5,150,3.0,1996-11-08 06:32:28,568.0
5,153,3.0,1996-11-08 06:33:22,414.0
5,232,4.0,1996-11-08 06:41:32,10451.0
5,247,5.0,1996-11-08 06:42:17,1024.0
5,253,3.0,1996-11-08 06:41:32,628.0
5,261,4.0,1996-11-08 06:40:38,9587.0
