tmdbId,title,overview,tagline,genres,runtime,release_date,language,vote_average,vote_count,popularity,cast,crew,keywords,poster_path,movieId,imdbId,genre_count,main_genre,avg_ratings,num_ratings,avg_sentiment,num_reviews,smoothed_sentiment
21032.0,Balto,"An outcast half-wolf risks his life to prevent a deadly epidemic from ravaging Nome, Alaska.",Part Dog. Part Wolf. All Hero.,"Family, Animation, Adventure",78.0,1995-12-22,en,7.309,2086.0,4.3364,"Kevin Bacon, Bob Hoskins, Bridget Fonda, Jim Cummings, Phil Collins",Simon Wells,"wolf, pet, cartoon, villain, dog-sledding race, alaska, dog, goose, bear attack, dog sled, cartoon wolf, pets, cartoon animal",/dCVcdb5oxDizqFLz0F7TE60NoC9.jpg,13,112453,3,Adventure,3.125,8.0,0.9571,1.0,0.6411499791020481
12110.0,Dracula: Dead and Loving It,"When a lawyer shows up at the vampire's doorstep, he falls prey to his charms and joins him in his search for fresh blood. Enter Professor Van Helsing, who may be the only one able to vanquish the Count.",You'll laugh until you die...then you'll rise from the dead and laugh again!,"Comedy, Horror",88.0,1995-12-22,en,6.094,1016.0,2.7832,"Leslie Nielsen, Mel Brooks, Amy Yasbeck, Peter MacNicol, Lysette Anthony",Mel Brooks,"vampire, satire, spoof, dracula",/fwdXQU3Dbs2CMHu8K87bAxlWV0t.jpg,12,112896,2,Comedy,2.421052631578948,19.0,0.6328333333333334,3.0,0.5985374843265361
710.0,GoldenEye,"When a powerful satellite system falls into the hands of Alec Trevelyan, AKA Agent 006, a former ally-turned-enemy, only James Bond can save the world from a dangerous space weapon that -- in one short pulse -- could destroy the earth! As Bond squares off against his former compatriot, he also battles Xenia Onatopp, an assassin who uses pleasure as her ultimate weapon.",No limits. No fears. No substitutes.,"Adventure, Action, Thriller",130.0,1995-11-16,en,6.893,4043.0,6.3612,"Pierce Brosnan, Sean Bean, Izabella Scorupco, Famke Janssen, Joe Don Baker",Martin Campbell,"computer virus, cuba, falsely accused, secret intelligence service, secret identity, secret base, kgb, satellite, special car, cossack, electromagnetic pulse, time bomb, st. petersburg, russia, red army",/z0ljRnNxIO7CRBhLEO0DvLgAFPR.jpg,10,113189,3,Action,3.496212121212121,132.0,0.4881666666666667,3.0,0.5442874843265361
10858.0,Nixon,A look at President Richard M. Nixon—a man carrying the fate of the world on his shoulders while battling the self-destructive demands from within—spanning his troubled boyhood in California to the shocking Watergate scandal that would end his Presidency.,"Triumphant in Victory, Bitter in Defeat. He Changed the World, But Lost a Nation.","Drama, History",192.0,1995-12-22,en,6.873,377.0,1.2611,"Anthony Hopkins, Joan Allen, Powers Boothe, Ed Harris, Bob Hoskins",Oliver Stone,"usa president, washington dc, usa, government, presidential election, 1970s, watergate scandal, biography, historical figure, richard nixon, 1960s, ambiguous, disapproving, disdainful, disheartening, earnest, empathetic, frustrated",/8O2sBYJq0K0EMpw67cU1PjVJ7w3.jpg,14,113987,1,Drama,3.8333333333333335,18.0,0.9823,1.0,0.645349979102048
524.0,Casino,"In early-1970s Las Vegas, Sam ""Ace"" Rothstein gets tapped by his bosses to head the Tangiers Casino. At first, he's a great success in the job, but over the years, problems with his loose-cannon enforcer Nicky Santoro, his ex-hustler wife Ginger, her con-artist ex Lester Diamond and a handful of corrupt politicians put Sam in ever-increasing danger.",No one stays at the top forever.,"Crime, Drama",179.0,1995-11-22,en,7.998,6091.0,6.5968,"Robert De Niro, Sharon Stone, Joe Pesci, James Woods, Don Rickles",Martin Scorsese,"drug abuse, casino, based on novel or book, poker, italian american, gambling, 1970s, fbi, pimp, greed, cocaine, overdose, marriage, car bomb, rise and fall, money, murder, organized crime, mafia, jewish american, las vegas, desert, safe deposit box, 1980s, dramatic, brutal violence, fbi surveillance",/gziIkUSnYuj9ChCi8qOu2ZunpSC.jpg,16,112641,2,Crime,3.926829268292683,82.0,0.9825999999999999,2.0,0.6935714106588984
1408.0,Cutthroat Island,"Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. Unfortunately, the final portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her pirate raids.",Be bold. Be brave. Be prepared.,"Action, Adventure",124.0,1995-12-22,en,5.774,578.0,2.3082,"Geena Davis, Matthew Modine, Frank Langella, Maury Chaykin, Patrick Malahide",Renny Harlin,"ship, treasure, exotic island, island, map, scalp, treasure map, sword fight, betrayal, pirate, heroine, swashbuckler, adventurer, pirate ship, 17th century",/hYdeBZ4BFXivdouxLfQGWNE6zRx.jpg,15,112760,3,Action,3.0,13.0,0.9930666666666667,3.0,0.7336249843265361
4584.0,Sense and Sensibility,"The Dashwood sisters, sensible Elinor and passionate Marianne, whose chances at marriage seem doomed by their family's sudden loss of fortune.  When Henry Dashwood dies unexpectedly, his estate must pass on by law to his son from his first marriage, John and wife Fanny. But these circumstances leave Mr. Dashwood's current wife, and daughters Elinor, Marianne and Margaret, without a home and with barely enough money to live on. As Elinor and Marianne struggle to find romantic fulfillment in a society obsessed with financial and social status, they must learn to mix sense with sensibility in their dealings with both money and men.",Lose your heart and come to your senses.,"Drama, Romance",136.0,1995-12-13,en,7.4,1735.0,4.2196,"Emma Thompson, Kate Winslet, Alan Rickman, Hugh Grant, Gemma Jones",Ang Lee,"secret love, london, england, countryside, based on novel or book, widow, military officer, servant, country life, pneumonia, inheritance, period drama, rainstorm, decorum, horse carriage, young love, dowry, social class, 19th century, penniless, social elite, bloodletting, free spirited, sussex, 1800s, sisters love, marry for money, secret engagement, devonshire, england",/cBK2yL3HqhFvIVd7lLtazWlRZPR.jpg,17,114388,2,Drama,3.776119402985074,67.0,0.9974,1.0,0.6478666457687147
5.0,Four Rooms,It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another.,"Twelve outrageous guests. Four scandalous requests. And one lone bellhop, in his first day on the job, who's in for the wildest New year's Eve of his life.",Comedy,98.0,1995-12-09,en,5.9,2706.0,2.6475,"Tim Roth, Jennifer Beals, Antonio Banderas, Valeria Golino, David Proval","Allison Anders, Alexandre Rockwell, Robert Rodriguez, Quentin Tarantino, Allison Anders, Alexandre Rockwell, Robert Rodriguez, Quentin Tarantino","hotel, new year's eve, witch, bet, sperm, hotel room, anthology, los angeles, california, hoodlum, multiple storylines, woman director",/75aHn1NOYXh4M7L5shoeQ6NGykP.jpg,18,113101,1,Comedy,3.7,20.0,0.0,0.0,0.0
9273.0,Ace Ventura: When Nature Calls,"Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war.",New animals. New adventures. Same hair.,"Crime, Comedy, Adventure",90.0,1995-11-10,en,6.327,4288.0,5.4634,"Jim Carrey, Ian McNeice, Simon Callow, Maynard Eziashi, Bob Gunton","Steve Oedekerk, Steve Oedekerk","kidnapping, africa, indigenous, human animal relationship, bat, stupidity, slapstick comedy, animals, pets",/wcinCf1ov2D6M3P7BBZkzQFOiIb.jpg,19,112281,1,Comedy,2.727272727272727,88.0,0.3715,2.0,0.5189714106588983
8012.0,Get Shorty,"Chili Palmer is a Miami mobster who gets sent to L.A. to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.",Attitude plays a part.,"Comedy, Thriller, Crime",105.0,1995-10-20,en,6.512,1107.0,3.205,"John Travolta, Gene Hackman, Rene Russo, Danny DeVito, Dennis Farina",Barry Sonnenfeld,"based on novel or book, miami, florida, gambling, gangster, money, murder, travel, mobster, mafia, business, debt, hollywood, drugs, producer, con",/r82SdPhg4fnIcLt0ogIjQxqjdcO.jpg,21,113161,3,Comedy,3.49438202247191,89.0,0.8958333333333334,3.0,0.697162484326536
1710.0,Copycat,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,"One man is copying the most notorious killers in history one at a time. Together, two women must stop him from killing again. Or they’re next.","Thriller, Crime, Mystery, Horror, Drama",124.0,1995-10-27,en,6.477,1096.0,4.4467,"Sigourney Weaver, Holly Hunter, Dermot Mulroney, William McNamara, Harry Connick Jr.",Jon Amiel,"police brutality, psychology, police operation, police protection, psychologist, serial killer, cowardliness",/oMgwJb016znNZcpDR20eXxZoW8A.jpg,22,112722,5,Crime,3.2222222222222223,36.0,-0.9686,1.0,0.32019997910204806
12665.0,Powder,"Harassed by classmates who won't accept his shocking appearance, a shy young man known as ""Powder"" struggles to fit in. But the cruel taunts stop when Powder displays a mysterious power that allows him to do incredible things. This phenomenon changes the lives of all those around him in ways they never could have imagined.",An extraordinary encounter with another human being.,"Drama, Fantasy",111.0,1995-10-27,en,7.007,683.0,2.5458,"Mary Steenburgen, Sean Patrick Flanery, Lance Henriksen, Jeff Goldblum, Brandon Smith",Victor Salva,"teenage boy, held at gunpoint, teacher student relationship, albino, fainting, christ allegory, psionic power, healing power, flickering light, extrasensory perception, pale",/aQSA63T7zyzZxBZxr2MQaxt1gtO.jpg,24,114168,2,Drama,3.125,28.0,0.9959,1.0,0.6476166457687147
9691.0,Assassins,"Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.",In the shadows of life. In the business of death. One man found a reason to live.,"Action, Adventure, Crime, Thriller",132.0,1995-10-06,en,6.489,1607.0,1.9889,"Sylvester Stallone, Antonio Banderas, Julianne Moore, Anatoli Davydov, Muse Watson",Richard Donner,"rescue, central intelligence agency (cia), hitman, cat, bank, mexican standoff, seattle, washington, mission of murder, hidden camera, rivalry, shootout, police chase, sniper rifle, detroit, michigan, silencer, double cross, caribbean sea",/wPmZYnaQpxwoHmwNwVhZ2IY0UbF.jpg,23,112401,3,Action,3.125,16.0,0.6134999999999999,2.0,0.5881142678017555
451.0,Leaving Las Vegas,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",I Love You... The Way You Are.,"Drama, Romance",111.0,1995-10-27,en,7.25,1516.0,3.0469,"Nicolas Cage, Elisabeth Shue, Julian Sands, Richard Lewis, Steven Weber",Mike Figgis,"hotel room, dying and death, individual, prostitute, lovesickness, rage and hate, casino, unsociability, alcohol, love at first sight, movie business, screenwriter, alcoholism, los angeles, california, las vegas, alcohol abuse, dramatic, depressing, tragic",/wTrFpGe3U65kXTldIUxuM2hmOAK.jpg,25,113627,2,Drama,3.625,76.0,-0.21073333333333333,3.0,0.28219998432653604
11517.0,Money Train,"When a vengeful New York transit cop decides to steal a trainload of subway fares, his foster brother—a fellow cop—tries to protect him.","Get on, or GET OUT THE WAY!","Action, Comedy, Crime",110.0,1995-11-21,en,5.8,800.0,1.9721,"Wesley Snipes, Woody Harrelson, Jennifer Lopez, Robert Blake, Chris Cooper",Joseph Ruben,"new york city, sibling relationship, subway, new york subway, train robbery",/jWBDz6Mf9aQVBiUS76JQsEhvoJl.jpg,20,113845,5,Action,2.5,15.0,0.8341,1.0,0.620649979102048
9263.0,Now and Then,"Waxing nostalgic about the bittersweet passage from childhood to puberty, four childhood girlfriends — Teeny, Chrissy, Samantha and Roberta — recall the magical summer of 1970. During their walk down memory lane, they reconcile experiences with boys, secrets, bullies and more.",In every woman there is the girl she left behind.,"Comedy, Drama, Romance",100.0,1995-10-20,en,6.904,451.0,2.0585,"Christina Ricci, Rosie O'Donnell, Thora Birch, Melanie Griffith, Gaby Hoffmann","Lesli Linka Glatter, I. Marlene King","1970s, female friendship, coming of age, gynecologist, photocopier, truth or dare, woman director",/q31Ks8oAmM4Nq2CcGjyYYpdBAmh.jpg,27,114011,2,Children,3.333333333333333,9.0,0.9949,1.0,0.647449979102048
16420.0,Othello,The evil Iago pretends to be friend of Othello in order to manipulate him to serve his own end in the film version of this Shakespeare classic.,"Envy, greed, jealousy and love.",Drama,123.0,1995-12-15,en,6.372,144.0,0.8578,"Laurence Fishburne, Irène Jacob, Kenneth Branagh, Nathaniel Parker, Michael Maloney",Oliver Parker,"jealousy, based on play or musical, friends, shakespeare's othello, the moors (people), shakespeare",/kyevuYzW36wKadiE8lftLac5VwQ.jpg,26,114057,1,Drama,3.5,13.0,0.0,0.0,0.0
17015.0,Persuasion,"Anne Elliot, the daughter of a financially troubled aristocratic family, is persuaded to break her engagement to Frederick Wentworth, a young sea captain of meager means. Years later, money troubles force Anne's father to rent out the family estate to Admiral Croft, and Anne is again thrown into company with Frederick -- who is now rich, successful, and perhaps still in love with Anne.","A love lost, but never forgotten in this new BBC dramatization","Drama, Romance",107.0,1995-05-01,en,7.1,131.0,1.7975,"Amanda Root, Ciarán Hinds, Susan Fleetwood, Fiona Shaw, John Woodvine",Roger Michell,"captain, based on novel or book, napoleonic wars, old flame, admiral",/10hycdhFLq3M3y0ONxIMSiY8Mrs.jpg,28,114117,2,Drama,4.227272727272728,11.0,0.9962,1.0,0.6476666457687147
37557.0,Shanghai Triad,"Shanghai, China, 1930. When young Shuisheng arrives from the countryside, his uncle Liushu puts him at the service of Bijou, the mistress of Laoda, supreme boss of the Tang Triad, constantly threatened by his enemies, both those he knows and those lurking in the shadows.","In 1930, Shanghai violence was not the problem. It was the solution.","Drama, Crime",108.0,1995-09-14,zh,6.8,98.0,1.076,"Gong Li, Li Baotian, Sun Chun, Li Xuejian, Liu Jiang",Zhang Yimou,"shanghai, china, chinese mafia, coming of age, mistress, criminal underworld, drug lord, triad, modern china, nightclub singer, 1930s, cabaret singer, chinese triad",/tzG1UxUSfPACREjgBrsPDRUvneH.jpg,30,115012,2,Crime,3.0,3.0,0.0,0.0,0.0
902.0,The City of Lost Children,"A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.",Where happily ever after is just a dream.,"Fantasy, Science Fiction, Adventure",113.0,1995-05-17,fr,7.243,1139.0,2.7927,"Ron Perlman, Dominique Pinon, Judith Vittet, Daniel Emilfork, Jean-Claude Dreyfus","Jean-Pierre Jeunet, Marc Caro","rescue, friendship, island, dreams, clone, dystopia, eye, aging, steampunk, childhood, child kidnapping, flea",/whwT3Q9JxbAYzEc3t7uYYcCbTMf.jpg,29,112682,5,Adventure,4.0131578947368425,38.0,0.77315,2.0,0.6337285535160412
63.0,Twelve Monkeys,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly and the son of a famous virus expert who may hold the key to the Army of the 12 Monkeys; thought to be responsible for unleashing the killer disease.",The future is history.,"Science Fiction, Thriller, Mystery",129.0,1995-12-29,en,7.602,8620.0,9.3932,"Bruce Willis, Madeleine Stowe, Brad Pitt, Christopher Plummer, David Morse",Terry Gilliam,"biological weapon, philadelphia, pennsylvania, schizophrenia, stockholm syndrome, airplane, world war i, underground, insanity, asylum, paranoia, prison cell, dystopia, pimp, lion, post-apocalyptic future, time travel, florida keys, mental breakdown, melancholy, past, dormitory, insane asylum, cockroach, volunteer, drug use, flashback, remake, psychiatric hospital, jail, mental institution, alternate history, disease, lethal virus, paradox, psychiatrist, monkey, epidemic, trapped, falling down stairs, street life, nonlinear timeline, medical research, tooth, pantyhose, gas mask, psychosis, child's point of view, subterranean, virus, mysterious, recurring dream, 1990s, reflective, escaped animal, future noir, 2030s, inspirational, suspenseful, critical, intense, complicated, ominous",/gt3iyguaCIw8DpQZI1LIN5TohM2.jpg,32,114746,3,Mystery,3.983050847457627,177.0,0.9535666666666667,3.0,0.718812484326536
9598.0,Babe,"Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mum, Babe realises that he has the makings to become the greatest sheep pig of all time, and Farmer Hoggett knows it. With the help of the sheep dogs, Babe learns that a pig can be anything that he wants to be.",A little pig goes a long way.,"Fantasy, Drama, Comedy, Family",92.0,1995-07-18,en,6.249,2978.0,4.5393,"Christine Cavanaugh, Miriam Margolyes, Danny Mann, Hugo Weaving, Miriam Flynn",Chris Noonan,"farm, sheep, pig, alarm clock, cat, duck, heroism, affection, piglet, anthropomorphism, based on children's book, dog, separation, farmer, grandson, sheepdog, talking pig, christmas",/zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg,34,112431,2,Children,3.65234375,128.0,0.8899666666666667,3.0,0.6949624843265361
687.0,Dead Man Walking,A death row inmate turns for spiritual guidance to a local nun in the days leading up to his scheduled execution for the murders of a young couple.,,Drama,122.0,1995-12-29,en,7.322,1403.0,4.1055,"Susan Sarandon, Sean Penn, Robert Prosky, Raymond J. Barry, R. Lee Ermey","Tim Robbins, Tim Robbins","prison, death penalty, right and justice, rape, rage and hate, unsociability, court case, court, nun, penalty, therapist, sentence, forgiveness, self-discovery, despair, prison cell, socially deprived family, death row, doomed man, death sentence, lethal injection, charity, mercy petition, cowardliness, angry, dreary, incredulous, depressing, bitter, callous, horrified",/eShxyjhWoFl3BwsuEmVsr4nLaMZ.jpg,36,112818,2,Crime,3.835820895522388,67.0,0.31726666666666664,3.0,0.48019998432653604
33689.0,It Takes Two,"Identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa meet at summer camp and decide to switch places -- and play matchmaker between Alyssa's dad, Roger, and the kind social worker who cares for Amanda.",Two identical strangers. Two different worlds. One perfect match.,"Comedy, Family, Romance",101.0,1995-11-17,en,6.506,916.0,3.0526,"Kirstie Alley, Steve Guttenberg, Ashley Olsen, Mary-Kate Olsen, Jane Sibbett","Andy Tennant, Deborah Dean Davis","matchmaking, orphan, identical twin, relationship sabotage",/4CptjFLiIJXtjc3dykS7vkEHMbw.jpg,38,113442,2,Children,2.125,4.0,0.0,0.0,0.0
9909.0,Dangerous Minds,"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost.",She broke the rules... and changed their lives.,Drama,99.0,1995-08-11,en,6.98,1189.0,3.1131,"Michelle Pfeiffer, George Dzundza, Courtney B. Vance, Robin Bartlett, Beatrice Winde",John N. Smith,"high school, california, rap music, karate, naval officer, teacher, based on memoir or autobiography, amusement park, schoolteacher",/yWHWC8fJRp2kLgiFrEa8o3krOH9.jpg,31,112792,1,Drama,3.1842105263157894,38.0,0.97705,2.0,0.6919856963731841
9603.0,Clueless,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",Sex. Clothes. Popularity. Is there a problem here?,"Comedy, Romance",97.0,1995-07-19,en,7.274,4565.0,9.6774,"Alicia Silverstone, Stacey Dash, Brittany Murphy, Paul Rudd, Donald Faison","Amy Heckerling, Amy Heckerling","puberty, high school, based on novel or book, make a match, spoiled child, coming of age, matchmaking, conflict, wedding, high school friends, makeover, woman director, popular girl, matchmaker, gay theme, match making",/8AwVTcgpTnmeOs4TdTWqcFDXEsA.jpg,39,112697,2,Comedy,3.293269230769231,104.0,0.9375,3.0,0.712787484326536
